customer_id,first_name,last_name,email,phone,gender,birth_date,registration_date,loyalty_points,age,age_group,customer_tenure_days,customer_tenure_months,customer_tenure_years,registration_year,registration_quarter,registration_month,registration_weekday,registered_on_weekend,loyalty_segment,loyalty_tier,is_senior,is_young_customer,is_adult,is_long_term_customer,is_new_customer,loyalty_points_per_year,email_domain
2327,Vivaan,Mehta,vivaan.mehta2327@gmail.com,9129145099,Female,1973-02-19,2021-08-21,1976,52,46-60,1594,53.1,4.37,2021,3,August,Saturday,1,VIP,4,0,0,0,0,0,451.14,gmail.com
2328,Riya,Patel,riya.patel2328@gmail.com,9258940416,Male,1997-11-05,2024-01-19,1532,28,26-35,713,23.8,1.95,2024,1,January,Friday,0,VIP,4,0,0,1,0,0,781.63,gmail.com
2329,Priya,Joshi,priya.joshi2329@gmail.com,9946922095,Male,1970-04-06,2020-11-20,2009,55,46-60,1868,62.3,5.12,2020,4,November,Friday,0,VIP,4,0,0,0,1,0,391.62,gmail.com
2330,Ananya,Kapoor,ananya.kapoor2330@gmail.com,9689064266,Male,1980-09-08,2022-03-01,2822,45,36-45,1402,46.7,3.84,2022,1,March,Tuesday,0,VIP,4,0,0,1,0,0,732.99,gmail.com
2331,Priya,Modi,priya.modi2331@gmail.com,9235436504,Female,2004-11-01,2025-07-25,2382,21,18-25,160,5.3,0.44,2025,3,July,Friday,0,VIP,4,0,1,0,0,1,5293.33,gmail.com
2332,Riya,Joshi,riya.joshi2332@gmail.com,9412305325,Female,1980-09-15,2022-06-21,3623,45,36-45,1290,43.0,3.53,2022,2,June,Tuesday,0,VIP,4,0,0,1,0,0,1023.45,gmail.com
2333,Arjun,Desai,arjun.desai2333@gmail.com,9804758826,Female,1980-01-06,2023-06-16,1302,46,46-60,930,31.0,2.55,2023,2,June,Friday,0,VIP,4,0,0,0,0,0,508.59,gmail.com
2334,Priya,Shah,priya.shah2334@gmail.com,9443343235,Male,1972-11-24,2021-03-01,581,53,46-60,1767,58.9,4.84,2021,1,March,Monday,0,High,3,0,0,0,0,0,119.79,gmail.com
2335,Aarav,Bhatt,aarav.bhatt2335@gmail.com,9779726949,Male,1991-05-09,2022-12-21,4427,34,26-35,1107,36.9,3.03,2022,4,December,Wednesday,0,VIP,4,0,0,1,0,0,1456.25,gmail.com
2336,Ananya,Mehta,ananya.mehta2336@gmail.com,9466237774,Male,1972-03-03,2021-07-02,3769,53,46-60,1644,54.8,4.5,2021,3,July,Friday,0,VIP,4,0,0,0,0,0,835.7,gmail.com
2337,Aarav,Modi,aarav.modi2337@gmail.com,9921846544,Male,2002-04-11,2022-01-27,2661,23,18-25,1435,47.8,3.93,2022,1,January,Thursday,0,VIP,4,0,1,0,0,0,675.38,gmail.com
2338,Neha,Patel,neha.patel2338@gmail.com,9292531878,Male,1992-02-11,2024-06-02,2127,33,26-35,578,19.3,1.58,2024,2,June,Sunday,1,VIP,4,0,0,1,0,0,1337.74,gmail.com
2339,Krishna,Modi,krishna.modi2339@gmail.com,9271477778,Female,1978-10-03,2023-06-30,3064,47,46-60,916,30.5,2.51,2023,2,June,Friday,0,VIP,4,0,0,0,0,0,1215.87,gmail.com
2340,Priya,Kapoor,priya.kapoor2340@gmail.com,9966841778,Female,1995-12-21,2021-04-30,2890,30,26-35,1707,56.9,4.68,2021,2,April,Friday,0,VIP,4,0,0,1,0,0,616.2,gmail.com
2341,Riya,Trivedi,riya.trivedi2341@gmail.com,9385658475,Male,2003-06-25,2023-02-09,2924,22,18-25,1057,35.2,2.9,2023,1,February,Thursday,0,VIP,4,0,1,0,0,0,1004.81,gmail.com
2342,Krishna,Mehta,krishna.mehta2342@gmail.com,9888536303,Male,1989-11-19,2021-03-01,1458,36,36-45,1767,58.9,4.84,2021,1,March,Monday,0,VIP,4,0,0,1,0,0,300.62,gmail.com
2343,Vivaan,Gupta,vivaan.gupta2343@gmail.com,9766328606,Female,1975-04-13,2020-04-02,4979,50,46-60,2100,70.0,5.75,2020,2,April,Thursday,0,VIP,4,0,0,0,1,0,864.41,gmail.com
2344,Diya,Gupta,diya.gupta2344@gmail.com,9807341592,Female,1989-04-15,2021-12-06,35,36,36-45,1487,49.6,4.07,2021,4,December,Monday,0,Low,1,0,0,1,0,0,8.58,gmail.com
2345,Priya,Kapoor,priya.kapoor2345@gmail.com,9926668477,Male,1986-12-03,2025-09-14,1969,39,36-45,109,3.6,0.3,2025,3,September,Sunday,1,VIP,4,0,0,1,0,1,6351.61,gmail.com
2346,Neha,Modi,neha.modi2346@gmail.com,9604015200,Male,1980-02-27,2022-08-30,3922,45,36-45,1220,40.7,3.34,2022,3,August,Tuesday,0,VIP,4,0,0,1,0,0,1170.75,gmail.com
2347,Aarav,Desai,aarav.desai2347@gmail.com,9658394598,Female,1971-09-24,2021-05-14,1045,54,46-60,1693,56.4,4.64,2021,2,May,Friday,0,VIP,4,0,0,0,0,0,224.73,gmail.com
2348,Aarav,Mehta,aarav.mehta2348@gmail.com,9710658076,Male,1976-09-05,2023-08-26,3908,49,46-60,859,28.6,2.35,2023,3,August,Saturday,1,VIP,4,0,0,0,0,0,1655.93,gmail.com
2349,Riya,Modi,riya.modi2349@gmail.com,9208630702,Male,1979-01-03,2025-09-23,3571,47,46-60,100,3.3,0.27,2025,3,September,Tuesday,0,VIP,4,0,0,0,0,1,12753.57,gmail.com
2350,Arjun,Mehta,arjun.mehta2350@gmail.com,9629379615,Male,1971-04-28,2022-11-15,1212,54,46-60,1143,38.1,3.13,2022,4,November,Tuesday,0,VIP,4,0,0,0,0,0,385.99,gmail.com
2351,Krishna,Shah,krishna.shah2351@gmail.com,9506506178,Female,1988-08-15,2023-11-29,2769,37,36-45,764,25.5,2.09,2023,4,November,Wednesday,0,VIP,4,0,0,1,0,0,1318.57,gmail.com
2352,Riya,Kapoor,riya.kapoor2352@gmail.com,9732855950,Male,2002-03-03,2021-09-01,2231,23,18-25,1583,52.8,4.34,2021,3,September,Wednesday,0,VIP,4,0,1,0,0,0,512.87,gmail.com
2353,Aarav,Desai,aarav.desai2353@gmail.com,9958675617,Female,1978-03-19,2023-11-03,3606,47,46-60,790,26.3,2.16,2023,4,November,Friday,0,VIP,4,0,0,0,0,0,1661.75,gmail.com
2354,Diya,Modi,diya.modi2354@gmail.com,9425906703,Female,1977-07-21,2022-09-26,3147,48,46-60,1193,39.8,3.27,2022,3,September,Monday,0,VIP,4,0,0,0,0,0,959.45,gmail.com
2355,Priya,Bhatt,priya.bhatt2355@gmail.com,9551886535,Female,2000-02-11,2020-06-01,4389,25,18-25,2040,68.0,5.59,2020,2,June,Monday,0,VIP,4,0,1,0,1,0,783.75,gmail.com
2356,Arjun,Gupta,arjun.gupta2356@gmail.com,9633407454,Female,1978-03-06,2022-04-20,1877,47,46-60,1352,45.1,3.7,2022,2,April,Wednesday,0,VIP,4,0,0,0,0,0,505.93,gmail.com
2357,Diya,Mehta,diya.mehta2357@gmail.com,9187174921,Male,1970-03-06,2021-03-03,2323,55,46-60,1765,58.8,4.84,2021,1,March,Wednesday,0,VIP,4,0,0,0,0,0,478.97,gmail.com
2358,Krishna,Kapoor,krishna.kapoor2358@gmail.com,9294219219,Male,1971-05-14,2021-02-26,905,54,46-60,1770,59.0,4.85,2021,1,February,Friday,0,High,3,0,0,0,0,0,186.21,gmail.com
2359,Neha,Desai,neha.desai2359@gmail.com,9919999911,Female,1999-06-08,2021-12-03,184,26,26-35,1490,49.7,4.08,2021,4,December,Friday,0,Medium,2,0,0,1,0,0,44.99,gmail.com
2360,Aditya,Gupta,aditya.gupta2360@gmail.com,9255629419,Male,2000-06-20,2022-08-16,4331,25,18-25,1234,41.1,3.38,2022,3,August,Tuesday,0,VIP,4,0,1,0,0,0,1277.58,gmail.com
2361,Arjun,Patel,arjun.patel2361@gmail.com,9745705323,Female,1998-03-01,2021-03-24,4078,27,26-35,1744,58.1,4.78,2021,1,March,Wednesday,0,VIP,4,0,0,1,0,0,851.36,gmail.com
2362,Vivaan,Trivedi,vivaan.trivedi2362@gmail.com,9920053696,Female,2005-03-15,2024-12-17,1299,20,18-25,380,12.7,1.04,2024,4,December,Tuesday,0,VIP,4,0,1,0,0,0,1237.14,gmail.com
2363,Neha,Gupta,neha.gupta2363@gmail.com,9504217373,Male,2004-08-02,2022-09-05,2848,21,18-25,1214,40.5,3.33,2022,3,September,Monday,0,VIP,4,0,1,0,0,0,852.69,gmail.com
2364,Neha,Modi,neha.modi2364@gmail.com,9751297605,Male,1982-10-28,2022-03-26,1665,43,36-45,1377,45.9,3.77,2022,1,March,Saturday,1,VIP,4,0,0,1,0,0,440.48,gmail.com
2365,Arjun,Bhatt,arjun.bhatt2365@gmail.com,9425144916,Female,1998-10-17,2021-07-14,2573,27,26-35,1632,54.4,4.47,2021,3,July,Wednesday,0,VIP,4,0,0,1,0,0,574.33,gmail.com
2366,Priya,Gupta,priya.gupta2366@gmail.com,9931622740,Male,1978-02-01,2026-02-26,2442,47,46-60,-56,-1.9,-0.15,2026,1,February,Thursday,0,VIP,4,0,0,0,0,1,-17442.86,gmail.com
2367,Diya,Shah,diya.shah2367@gmail.com,9675601671,Male,1983-12-27,2021-08-18,381,42,36-45,1597,53.2,4.38,2021,3,August,Wednesday,0,Medium,2,0,0,1,0,0,86.79,gmail.com
2368,Arjun,Trivedi,arjun.trivedi2368@gmail.com,9189935820,Male,1971-11-21,2022-01-07,303,54,46-60,1455,48.5,3.99,2022,1,January,Friday,0,Medium,2,0,0,0,0,0,75.75,gmail.com
2369,Vivaan,Desai,vivaan.desai2369@gmail.com,9705962198,Female,1991-07-01,2023-10-17,3193,34,26-35,807,26.9,2.21,2023,4,October,Tuesday,0,VIP,4,0,0,1,0,0,1438.29,gmail.com
2370,Krishna,Bhatt,krishna.bhatt2370@gmail.com,9856245130,Male,1988-02-13,2021-10-14,2627,37,36-45,1540,51.3,4.22,2021,4,October,Thursday,0,VIP,4,0,0,1,0,0,621.04,gmail.com
2371,Arjun,Gupta,arjun.gupta2371@gmail.com,9795992178,Male,1976-01-24,2021-10-08,1323,49,46-60,1546,51.5,4.24,2021,4,October,Friday,0,VIP,4,0,0,0,0,0,311.29,gmail.com
2372,Priya,Shah,priya.shah2372@gmail.com,9514970847,Male,1997-05-11,2020-01-18,2790,28,26-35,2175,72.5,5.96,2020,1,January,Saturday,1,VIP,4,0,0,1,1,0,467.34,gmail.com
2373,Vivaan,Joshi,vivaan.joshi2373@gmail.com,9178118643,Male,1999-01-17,2021-01-08,4907,26,26-35,1819,60.6,4.98,2021,1,January,Friday,0,VIP,4,0,0,1,0,0,983.37,gmail.com
2374,Vivaan,Desai,vivaan.desai2374@gmail.com,9304200712,Female,1996-09-09,2023-11-19,2119,29,26-35,774,25.8,2.12,2023,4,November,Sunday,1,VIP,4,0,0,1,0,0,994.84,gmail.com
2375,Riya,Trivedi,riya.trivedi2375@gmail.com,9942379172,Male,1998-11-03,2024-02-03,949,27,26-35,698,23.3,1.91,2024,1,February,Saturday,1,High,3,0,0,1,0,0,494.27,gmail.com
2376,Vivaan,Joshi,vivaan.joshi2376@gmail.com,9697136458,Male,1991-02-16,2023-08-17,2253,34,26-35,868,28.9,2.38,2023,3,August,Thursday,0,VIP,4,0,0,1,0,0,942.68,gmail.com
2377,Arjun,Modi,arjun.modi2377@gmail.com,9437489577,Male,1988-07-05,2021-03-04,3002,37,36-45,1764,58.8,4.83,2021,1,March,Thursday,0,VIP,4,0,0,1,0,0,620.25,gmail.com
2378,Priya,Patel,priya.patel2378@gmail.com,9550859534,Male,1986-08-13,2024-05-21,3796,39,36-45,590,19.7,1.62,2024,2,May,Tuesday,0,VIP,4,0,0,1,0,0,2328.83,gmail.com
2379,Krishna,Mehta,krishna.mehta2379@gmail.com,9421789457,Male,1993-01-22,2022-05-31,1481,32,26-35,1311,43.7,3.59,2022,2,May,Tuesday,0,VIP,4,0,0,1,0,0,411.39,gmail.com
2380,Vivaan,Kapoor,vivaan.kapoor2380@gmail.com,9627843235,Male,1982-12-06,2023-05-10,1313,43,36-45,967,32.2,2.65,2023,2,May,Wednesday,0,VIP,4,0,0,1,0,0,493.61,gmail.com
2381,Riya,Gupta,riya.gupta2381@gmail.com,9545353833,Male,1973-01-07,2022-11-05,669,53,46-60,1153,38.4,3.16,2022,4,November,Saturday,1,High,3,0,0,0,0,0,211.04,gmail.com
2382,Priya,Gupta,priya.gupta2382@gmail.com,9604416933,Female,1983-12-14,2024-03-08,3702,42,36-45,664,22.1,1.82,2024,1,March,Friday,0,VIP,4,0,0,1,0,0,2022.95,gmail.com
2383,Arjun,Patel,arjun.patel2383@gmail.com,9252570629,Female,1997-07-14,2026-02-19,698,28,26-35,-49,-1.6,-0.13,2026,1,February,Thursday,0,High,3,0,0,1,0,1,-5816.67,gmail.com
2384,Ananya,Gupta,ananya.gupta2384@gmail.com,9917512627,Male,1997-03-28,2023-06-20,3546,28,26-35,926,30.9,2.54,2023,2,June,Tuesday,0,VIP,4,0,0,1,0,0,1390.59,gmail.com
2385,Vivaan,Desai,vivaan.desai2385@gmail.com,9476369798,Male,2003-08-28,2023-06-23,1429,22,18-25,923,30.8,2.53,2023,2,June,Friday,0,VIP,4,0,1,0,0,0,562.6,gmail.com
2386,Riya,Gupta,riya.gupta2386@gmail.com,9455420038,Female,2001-03-04,2022-06-12,757,24,18-25,1299,43.3,3.56,2022,2,June,Sunday,1,High,3,0,1,0,0,0,212.04,gmail.com
2387,Riya,Patel,riya.patel2387@gmail.com,9614998685,Male,1970-10-12,2022-09-25,467,55,46-60,1194,39.8,3.27,2022,3,September,Sunday,1,Medium,2,0,0,0,0,0,142.38,gmail.com
2388,Neha,Kapoor,neha.kapoor2388@gmail.com,9934103506,Male,1975-01-12,2020-01-26,2920,51,46-60,2167,72.2,5.94,2020,1,January,Sunday,1,VIP,4,0,0,0,1,0,490.76,gmail.com
2389,Ananya,Bhatt,ananya.bhatt2389@gmail.com,9507689669,Female,2001-04-22,2024-06-03,2473,24,18-25,577,19.2,1.58,2024,2,June,Monday,0,VIP,4,0,1,0,0,0,1555.35,gmail.com
2390,Arjun,Gupta,arjun.gupta2390@gmail.com,9939337741,Female,1993-10-22,2023-12-28,764,32,26-35,735,24.5,2.01,2023,4,December,Thursday,0,High,3,0,0,1,0,0,378.22,gmail.com
2391,Riya,Joshi,riya.joshi2391@gmail.com,9229160199,Female,1994-09-27,2021-06-16,38,31,26-35,1660,55.3,4.55,2021,2,June,Wednesday,0,Low,1,0,0,1,0,0,8.33,gmail.com
2392,Vivaan,Joshi,vivaan.joshi2392@gmail.com,9577539469,Female,1996-02-01,2022-08-15,2755,29,26-35,1235,41.2,3.38,2022,3,August,Monday,0,VIP,4,0,0,1,0,0,812.68,gmail.com
2393,Arjun,Modi,arjun.modi2393@gmail.com,9877336193,Male,1986-12-10,2025-01-04,4254,39,36-45,362,12.1,0.99,2025,1,January,Saturday,1,VIP,4,0,0,1,0,1,4254.0,gmail.com
2394,Riya,Joshi,riya.joshi2394@gmail.com,9134983180,Female,1981-05-28,2022-10-30,4149,44,36-45,1159,38.6,3.18,2022,4,October,Sunday,1,VIP,4,0,0,1,0,0,1300.63,gmail.com
2395,Arjun,Joshi,arjun.joshi2395@gmail.com,9544494215,Female,2003-01-10,2022-08-08,1749,22,18-25,1242,41.4,3.4,2022,3,August,Monday,0,VIP,4,0,1,0,0,0,512.9,gmail.com
2396,Aarav,Trivedi,aarav.trivedi2396@gmail.com,9787011532,Male,1992-05-03,2025-05-19,1687,33,26-35,227,7.6,0.62,2025,2,May,Monday,0,VIP,4,0,0,1,0,1,2677.78,gmail.com
2397,Vivaan,Desai,vivaan.desai2397@gmail.com,9831507073,Male,1982-04-19,2021-08-28,4995,43,36-45,1587,52.9,4.35,2021,3,August,Saturday,1,VIP,4,0,0,1,0,0,1145.64,gmail.com
2398,Aditya,Gupta,aditya.gupta2398@gmail.com,9372158265,Male,1983-06-18,2021-08-05,3386,42,36-45,1610,53.7,4.41,2021,3,August,Thursday,0,VIP,4,0,0,1,0,0,766.06,gmail.com
2399,Diya,Mehta,diya.mehta2399@gmail.com,9686293254,Female,2001-06-20,2024-09-30,1092,24,18-25,458,15.3,1.25,2024,3,September,Monday,0,VIP,4,0,1,0,0,0,866.67,gmail.com
2400,Diya,Kapoor,diya.kapoor2400@gmail.com,9702848374,Male,1976-02-07,2026-03-20,4835,49,46-60,-78,-2.6,-0.21,2026,1,March,Friday,0,VIP,4,0,0,0,0,1,-24175.0,gmail.com
2401,Arjun,Patel,arjun.patel2401@gmail.com,9303929865,Male,1982-01-04,2025-01-22,3394,44,36-45,344,11.5,0.94,2025,1,January,Wednesday,0,VIP,4,0,0,1,0,1,3572.63,gmail.com
2402,Ananya,Patel,ananya.patel2402@gmail.com,9514368882,Male,1976-01-14,2022-07-02,4575,50,46-60,1279,42.6,3.5,2022,3,July,Saturday,1,VIP,4,0,0,0,0,0,1303.42,gmail.com
2403,Aditya,Desai,aditya.desai2403@gmail.com,9223716559,Male,1996-07-17,2022-04-20,69,29,26-35,1352,45.1,3.7,2022,2,April,Wednesday,0,Low,1,0,0,1,0,0,18.6,gmail.com
2404,Neha,Bhatt,neha.bhatt2404@gmail.com,9661006754,Female,2004-07-03,2022-08-10,2797,21,18-25,1240,41.3,3.4,2022,3,August,Wednesday,0,VIP,4,0,1,0,0,0,820.23,gmail.com
2405,Ananya,Trivedi,ananya.trivedi2405@gmail.com,9109739368,Female,1971-09-14,2021-10-10,972,54,46-60,1544,51.5,4.23,2021,4,October,Sunday,1,High,3,0,0,0,0,0,229.25,gmail.com
2406,Priya,Gupta,priya.gupta2406@gmail.com,9250291901,Female,1986-05-24,2022-03-11,3064,39,36-45,1392,46.4,3.81,2022,1,March,Friday,0,VIP,4,0,0,1,0,0,802.09,gmail.com
2407,Neha,Desai,neha.desai2407@gmail.com,9774368509,Female,1989-03-16,2020-12-30,2307,36,36-45,1828,60.9,5.01,2020,4,December,Wednesday,0,VIP,4,0,0,1,1,0,459.56,gmail.com
2408,Krishna,Patel,krishna.patel2408@gmail.com,9935580214,Male,2005-04-25,2022-09-12,3483,20,18-25,1207,40.2,3.31,2022,3,September,Monday,0,VIP,4,0,1,0,0,0,1049.1,gmail.com
2409,Krishna,Joshi,krishna.joshi2409@gmail.com,9116632016,Male,2005-11-03,2023-03-27,3340,20,18-25,1011,33.7,2.77,2023,1,March,Monday,0,VIP,4,0,1,0,0,0,1201.44,gmail.com
2410,Priya,Mehta,priya.mehta2410@gmail.com,9396120534,Female,1992-05-14,2025-01-16,4841,33,26-35,350,11.7,0.96,2025,1,January,Thursday,0,VIP,4,0,0,1,0,1,4990.72,gmail.com
2411,Vivaan,Desai,vivaan.desai2411@gmail.com,9735489598,Female,1990-06-09,2023-11-21,2223,35,26-35,772,25.7,2.12,2023,4,November,Tuesday,0,VIP,4,0,0,1,0,0,1043.66,gmail.com
2412,Priya,Kapoor,priya.kapoor2412@gmail.com,9323512076,Male,1999-06-04,2023-05-07,1978,26,26-35,970,32.3,2.66,2023,2,May,Sunday,1,VIP,4,0,0,1,0,0,740.82,gmail.com
2413,Aditya,Shah,aditya.shah2413@gmail.com,9435854846,Female,1997-09-02,2024-07-24,4319,28,26-35,526,17.5,1.44,2024,3,July,Wednesday,0,VIP,4,0,0,1,0,0,2978.62,gmail.com
2414,Ananya,Mehta,ananya.mehta2414@gmail.com,9311755776,Female,2000-02-03,2025-06-16,3012,25,18-25,199,6.6,0.55,2025,2,June,Monday,0,VIP,4,0,1,0,0,1,5378.57,gmail.com
2415,Krishna,Joshi,krishna.joshi2415@gmail.com,9466145828,Female,1978-12-04,2021-06-08,32,47,46-60,1668,55.6,4.57,2021,2,June,Tuesday,0,Low,1,0,0,0,0,0,6.99,gmail.com
2416,Ananya,Bhatt,ananya.bhatt2416@gmail.com,9427939523,Male,2005-11-09,2022-10-30,3959,20,18-25,1159,38.6,3.18,2022,4,October,Sunday,1,VIP,4,0,1,0,0,0,1241.07,gmail.com
2417,Aarav,Joshi,aarav.joshi2417@gmail.com,9429449549,Male,1987-11-18,2022-06-25,2007,38,36-45,1286,42.9,3.52,2022,2,June,Saturday,1,VIP,4,0,0,1,0,0,568.56,gmail.com
2418,Vivaan,Kapoor,vivaan.kapoor2418@gmail.com,9405835995,Male,1984-03-03,2025-12-05,4811,41,36-45,27,0.9,0.07,2025,4,December,Friday,0,VIP,4,0,0,1,0,1,60137.5,gmail.com
2419,Krishna,Trivedi,krishna.trivedi2419@gmail.com,9972433277,Female,2004-02-09,2023-06-22,4217,21,18-25,924,30.8,2.53,2023,2,June,Thursday,0,VIP,4,0,1,0,0,0,1660.24,gmail.com
2420,Aarav,Shah,aarav.shah2420@gmail.com,9495701277,Male,1999-06-05,2024-09-18,2770,26,26-35,470,15.7,1.29,2024,3,September,Wednesday,0,VIP,4,0,0,1,0,0,2130.77,gmail.com
2421,Riya,Gupta,riya.gupta2421@gmail.com,9339752082,Female,1989-01-16,2023-10-12,4605,36,36-45,812,27.1,2.22,2023,4,October,Thursday,0,VIP,4,0,0,1,0,0,2065.02,gmail.com
2422,Aditya,Joshi,aditya.joshi2422@gmail.com,9563900602,Male,1995-12-11,2020-03-13,342,30,26-35,2120,70.7,5.81,2020,1,March,Friday,0,Medium,2,0,0,1,1,0,58.76,gmail.com
2423,Aarav,Mehta,aarav.mehta2423@gmail.com,9214309305,Male,1982-02-18,2024-11-21,4350,43,36-45,406,13.5,1.11,2024,4,November,Thursday,0,VIP,4,0,0,1,0,0,3883.93,gmail.com
2424,Vivaan,Shah,vivaan.shah2424@gmail.com,9555511878,Male,1996-12-02,2020-09-23,1918,29,26-35,1926,64.2,5.28,2020,3,September,Wednesday,0,VIP,4,0,0,1,1,0,362.57,gmail.com
2425,Neha,Mehta,neha.mehta2425@gmail.com,9451586286,Male,1996-01-01,2026-02-28,3122,30,26-35,-58,-1.9,-0.16,2026,1,February,Saturday,1,VIP,4,0,0,1,0,1,-20813.33,gmail.com
2426,Diya,Gupta,diya.gupta2426@gmail.com,9219927675,Male,1976-06-08,2023-09-02,3573,49,46-60,852,28.4,2.33,2023,3,September,Saturday,1,VIP,4,0,0,0,0,0,1526.92,gmail.com
2427,Krishna,Desai,krishna.desai2427@gmail.com,9428585086,Female,1992-01-19,2021-10-07,1215,33,26-35,1547,51.6,4.24,2021,4,October,Thursday,0,VIP,4,0,0,1,0,0,285.88,gmail.com
2428,Aarav,Kapoor,aarav.kapoor2428@gmail.com,9545374577,Male,1979-06-18,2024-12-29,3160,46,46-60,368,12.3,1.01,2024,4,December,Sunday,1,VIP,4,0,0,0,0,0,3098.04,gmail.com
2429,Krishna,Kapoor,krishna.kapoor2429@gmail.com,9379179714,Female,1997-02-24,2023-09-16,2844,28,26-35,838,27.9,2.3,2023,3,September,Saturday,1,VIP,4,0,0,1,0,0,1231.17,gmail.com
2430,Krishna,Modi,krishna.modi2430@gmail.com,9547169169,Male,1974-09-03,2025-04-02,821,51,46-60,274,9.1,0.75,2025,2,April,Wednesday,0,High,3,0,0,0,0,1,1080.26,gmail.com
2431,Aarav,Trivedi,aarav.trivedi2431@gmail.com,9841583361,Male,1976-09-09,2023-09-15,1617,49,46-60,839,28.0,2.3,2023,3,September,Friday,0,VIP,4,0,0,0,0,0,700.0,gmail.com
2432,Riya,Patel,riya.patel2432@gmail.com,9521475506,Male,1994-08-04,2022-07-14,3641,31,26-35,1267,42.2,3.47,2022,3,July,Thursday,0,VIP,4,0,0,1,0,0,1046.26,gmail.com
2433,Arjun,Trivedi,arjun.trivedi2433@gmail.com,9848658780,Male,1984-12-02,2022-05-29,3830,41,36-45,1313,43.8,3.6,2022,2,May,Sunday,1,VIP,4,0,0,1,0,0,1060.94,gmail.com
2434,Aarav,Modi,aarav.modi2434@gmail.com,9138354073,Male,1985-01-22,2023-11-16,4688,40,36-45,777,25.9,2.13,2023,4,November,Thursday,0,VIP,4,0,0,1,0,0,2190.65,gmail.com
2435,Krishna,Shah,krishna.shah2435@gmail.com,9120721973,Male,1992-09-18,2024-09-28,517,33,26-35,460,15.3,1.26,2024,3,September,Saturday,1,High,3,0,0,1,0,0,407.09,gmail.com
2436,Vivaan,Bhatt,vivaan.bhatt2436@gmail.com,9163787179,Male,1992-09-16,2024-05-04,4301,33,26-35,607,20.2,1.66,2024,2,May,Saturday,1,VIP,4,0,0,1,0,0,2575.45,gmail.com
2437,Krishna,Shah,krishna.shah2437@gmail.com,9308769474,Male,2004-03-17,2021-12-23,2046,21,18-25,1470,49.0,4.03,2021,4,December,Thursday,0,VIP,4,0,1,0,0,0,506.44,gmail.com
2438,Neha,Modi,neha.modi2438@gmail.com,9336013151,Female,1977-12-21,2022-09-27,780,48,46-60,1192,39.7,3.27,2022,3,September,Tuesday,0,High,3,0,0,0,0,0,237.8,gmail.com
2439,Aarav,Joshi,aarav.joshi2439@gmail.com,9436871029,Male,1979-04-03,2022-12-24,4696,46,46-60,1104,36.8,3.02,2022,4,December,Saturday,1,VIP,4,0,0,0,0,0,1549.83,gmail.com
2440,Riya,Desai,riya.desai2440@gmail.com,9664124953,Female,1993-02-18,2020-03-24,1756,32,26-35,2109,70.3,5.78,2020,1,March,Tuesday,0,VIP,4,0,0,1,1,0,303.28,gmail.com
2441,Ananya,Joshi,ananya.joshi2441@gmail.com,9998270330,Female,1970-06-09,2024-01-13,3493,55,46-60,719,24.0,1.97,2024,1,January,Saturday,1,VIP,4,0,0,0,0,0,1764.14,gmail.com
2442,Arjun,Joshi,arjun.joshi2442@gmail.com,9997577348,Male,2003-06-03,2023-06-26,1270,22,18-25,920,30.7,2.52,2023,2,June,Monday,0,VIP,4,0,1,0,0,0,501.98,gmail.com
2443,Diya,Gupta,diya.gupta2443@gmail.com,9755374447,Male,1986-06-25,2023-08-07,4711,39,36-45,878,29.3,2.41,2023,3,August,Monday,0,VIP,4,0,0,1,0,0,1946.69,gmail.com
2444,Arjun,Mehta,arjun.mehta2444@gmail.com,9832495308,Male,1972-02-23,2023-08-25,4528,53,46-60,860,28.7,2.36,2023,3,August,Friday,0,VIP,4,0,0,0,0,0,1910.55,gmail.com
2445,Aditya,Mehta,aditya.mehta2445@gmail.com,9834266374,Female,1988-09-27,2021-03-06,2668,37,36-45,1762,58.7,4.83,2021,1,March,Saturday,1,VIP,4,0,0,1,0,0,551.24,gmail.com
2446,Krishna,Desai,krishna.desai2446@gmail.com,9776485325,Male,1995-09-05,2021-01-01,4937,30,26-35,1826,60.9,5.0,2021,1,January,Friday,0,VIP,4,0,0,1,1,0,985.43,gmail.com
2447,Ananya,Trivedi,ananya.trivedi2447@gmail.com,9647905573,Male,1987-01-06,2024-07-28,2925,39,36-45,522,17.4,1.43,2024,3,July,Sunday,1,VIP,4,0,0,1,0,0,2031.25,gmail.com
2448,Neha,Desai,neha.desai2448@gmail.com,9676990626,Female,1972-07-01,2021-06-08,1983,53,46-60,1668,55.6,4.57,2021,2,June,Tuesday,0,VIP,4,0,0,0,0,0,432.97,gmail.com
2449,Vivaan,Joshi,vivaan.joshi2449@gmail.com,9697846660,Male,1986-01-04,2023-03-24,242,40,36-45,1014,33.8,2.78,2023,1,March,Friday,0,Medium,2,0,0,1,0,0,86.74,gmail.com
2450,Neha,Shah,neha.shah2450@gmail.com,9636789111,Female,1975-01-08,2025-09-24,3697,51,46-60,99,3.3,0.27,2025,3,September,Wednesday,0,VIP,4,0,0,0,0,1,13203.57,gmail.com
2451,Priya,Gupta,priya.gupta2451@gmail.com,9603833409,Female,2000-11-19,2021-11-03,4549,25,18-25,1520,50.7,4.16,2021,4,November,Wednesday,0,VIP,4,0,1,0,0,0,1090.89,gmail.com
